X, Result
3.199999999999983, -0.05837414342756303
3.299999999999983, -0.15774569414323208
3.399999999999983, -0.2555411020268153
3.499999999999983, -0.35078322768960424
3.599999999999983, -0.44252044329483764
3.6999999999999833, -0.5298361409084793
3.7999999999999834, -0.6118578909427058
3.8999999999999835, -0.687766159183962
3.9999999999999836, -0.7568024953079179
4.099999999999984, -0.8182771110644014
4.199999999999983, -0.8715757724135801
4.299999999999983, -0.9161659367494484
4.399999999999983, -0.9516020738895103
4.499999999999982, -0.9775301176650933
4.599999999999982, -0.9936910036334625
4.6999999999999815, -0.9999232575641006
4.799999999999981, -0.9961646088358422
4.899999999999981, -0.9824526126243361
4.9999999999999805, -0.9589242746631439
5.09999999999998, -0.9258146823277397
5.19999999999998, -0.8834546557201627
5.299999999999979, -0.8322674422239125
5.399999999999979, -0.7727644875560006
5.499999999999979, -0.7055403255704067
5.599999999999978, -0.6312666378723379
5.699999999999978, -0.5506855425976561
5.799999999999978, -0.46460217941377674
5.899999999999977, -0.3738766648302572
5.999999999999977, -0.2794154981989478
6.0999999999999766, -0.18216250427211833
6.199999999999976, -0.08308940281752006
6.299999999999976, 0.01681390048432598
6.3999999999999755, 0.1165492048504692
6.499999999999975, 0.21511998808779148
6.599999999999975, 0.3115413635133544
6.699999999999974, 0.404849920616575
6.799999999999974, 0.494113351138586
6.899999999999974, 0.5784397643881786
6.999999999999973, 0.6569865987187691
7.099999999999973, 0.7289690401258577
7.199999999999973, 0.7936678638491367
7.299999999999972, 0.8504366206285502
7.399999999999972, 0.8987080958116145
7.499999999999972, 0.937999976774729
7.599999999999971, 0.9679196720314791
7.699999999999971, 0.9881682338769959
7.7999999999999705, 0.9985433453746032
7.89999999999997, 0.9989413418397736
7.99999999999997, 0.9893582466233863
8.09999999999997, 0.9698898108450936
8.199999999999969, 0.9407305566797834
8.299999999999969, 0.9021718337563069
8.399999999999968, 0.8545989080882971
8.499999999999968, 0.7984871126235092
8.599999999999968, 0.734397097874135
8.699999999999967, 0.6629692300822072
8.799999999999967, 0.5849171928917887
8.899999999999967, 0.5010208564579137
8.999999999999966, 0.41211848524178707
9.099999999999966, 0.3190983623493837
9.199999999999966, 0.22288991410028
9.299999999999965, 0.12445442350709664
9.399999999999965, 0.02477542545339278
9.499999999999964, -0.07515112046177433
9.599999999999964, -0.1743267812229449
9.699999999999964, -0.2717606264109087
9.799999999999963, -0.36647912925189424
9.899999999999963, -0.45753589377528875
9.999999999999963, -0.5440211108893388
